日期,计划购电费/元,紧急购电量/kWh,紧急购电费/元,总费用/元
2025-02-25,50697.43073600038,468.9377127777854,2989.404915555596,53686.83565155598
2025-02-26,44978.40209003234,2974.1107748611234,19373.809720225618,64352.211810257955
2025-02-27,43555.68113593294,1232.807585472237,8044.845043349937,51600.526179282875
2025-02-28,13120.401864767084,467.36225054167693,2314.3389710646225,15434.740835831706
2025-03-01,15312.934484309208,224.85962083333737,1048.0467172875142,16360.981201596722
2025-03-02,50254.786690266505,149.82631405556555,943.8308653930255,51198.61755565953
2025-03-03,51978.84972742958,1175.443944944453,7635.40574871038,59614.25547613996
2025-03-04,45600.09377734711,2352.102967625018,14970.15259929749,60570.2463766446
2025-03-05,47337.487918238185,368.7711941666737,2447.988054343785,49785.47597258197
2025-03-06,41025.617905544204,921.677761444457,6126.627818636005,47152.24572418021
2025-03-07,13806.975959592188,142.14575694445,592.8899522152975,14399.865911807485
2025-03-08,14049.367210633862,363.4218666666734,1699.9137562666901,15749.280966900551
2025-03-09,44566.433867347616,356.1033606666745,2346.3650434327024,46912.798910780315
2025-03-10,45562.85966165107,1542.1245434027883,9196.318735561934,54759.17839721301
2025-03-11,37868.5988381081,5630.086339986118,35368.72419446762,73237.32303257572
2025-03-12,45267.36911698547,128.88697100000877,845.3051993035494,46112.67431628902
2025-03-13,43907.927032816326,848.7218566111203,5447.49166348074,49355.41869629706
2025-03-14,11902.85778055149,571.8613805555647,2836.2785382514185,14739.13631880291
2025-03-15,13905.806359475657,682.8359833333402,3701.1102995083556,17606.916658984013
2025-03-16,42478.982692376,317.6290205000098,2063.7945606987923,44542.77725307479
2025-03-17,38311.32695420396,1088.2461171805662,7136.512891719921,45447.83984592388
2025-03-18,44863.2653835242,256.60890427778884,1665.6483976671152,46528.91378119132
2025-03-19,35424.9843830974,4033.5749432042285,25188.74654563285,60613.73092873025
2025-03-20,39802.17180944805,668.8285367777847,3657.05051866592,43459.222328113974
2025-03-21,11804.574971624648,283.64394166667074,1398.348459633342,13202.92343125799
2025-03-22,14125.360718036118,111.71942500000576,437.8284265750198,14563.189144611137
2025-03-23,40695.28533047434,167.47088333334122,1055.8201839750377,41751.10551444938
2025-03-24,39801.83394087848,757.0595666666811,5127.246702791737,44929.08064367022
2025-03-25,44642.6701924075,142.01830634722904,928.5156868981688,45571.185879305674
2025-03-26,38293.933819555925,450.8151890277845,2541.147833595996,40835.08165315192
2025-03-27,37799.99090007841,415.07041666667544,2658.94108916671,40458.93198924512
2025-03-28,11806.695012721048,255.50677777778287,1077.350865655571,12884.045878376619
2025-03-29,13213.259955747933,971.5948777777841,4933.25104426669,18146.511000014623
2025-03-30,36620.65593273628,150.5827888888989,963.5039747055986,37584.15990744188
2025-03-31,33374.008839033115,4294.970932426963,27524.060819362207,60898.069658395325
2025-04-01,42907.65983805826,886.1018666666746,5827.902729600028,48735.562567658286
2025-04-02,40116.866773818096,922.3960333333432,6107.142151266711,46224.00892508481
2025-04-03,38781.249971973535,103.91214444444934,720.4748535055795,39501.72482547911
2025-04-04,10608.374250983845,380.74416111111833,1577.6134315639135,12185.987682547759
2025-04-05,12810.937827843523,657.9716388888957,3032.5192836250253,15843.45711146855
2025-04-06,35903.61632026103,964.4774541666741,6295.822568227117,42199.43888848815
2025-04-07,31937.862401018057,2193.0802001111256,14149.998829113832,46087.86123013189
2025-04-08,38519.98465593446,407.2922833333417,2764.292726983371,41284.27738291783
2025-04-09,37257.228290418905,634.0442024305676,4187.861957053863,41445.09024747277
2025-04-10,34102.71675310348,124.79695694445202,810.181844483367,34912.89859758685
2025-04-11,10453.904002390715,928.1582609583395,3904.446513031753,14358.350515422468
2025-04-12,12554.338759672686,236.6913500000074,882.2670071250292,13436.605766797715
2025-04-13,32516.483770562365,1118.5979666666822,7250.86580405007,39767.34957461244
2025-04-14,37080.39038566708,158.78759583333917,1033.3102798854393,38113.70066555252
2025-04-15,31019.334784892508,2109.5596500000083,13520.662993458363,44539.99777835087
2025-04-16,34727.38423816195,1623.2945680555636,10728.176352879893,45455.56059104184
2025-04-17,29892.004871478235,3058.7501547916745,19204.480104995004,49096.484976473235
2025-04-18,9443.419205567337,523.6580269583386,2056.1931416245698,11499.612347191907
2025-04-19,12097.571059614445,737.6986416666696,3275.159279795843,15372.73033941029
2025-04-20,30453.29814423625,1468.2499385277897,9183.887112596392,39637.18525683264
2025-04-21,34067.4703656954,199.87010555556256,1278.768935344474,35346.239301039874
2025-04-22,31758.738945448895,2779.317084208345,17581.140913145147,49339.87985859404
2025-04-23,29408.072615914116,3821.813652347233,24977.187146684028,54385.25976259814
2025-04-24,28787.226756274747,806.0634125000115,5408.162765637539,34195.389521912286
2025-04-25,9536.5823083713,236.83436986111576,884.6378146174327,10421.220122988732
2025-04-26,11663.89656669629,537.685584083338,2219.578547081831,13883.47511377812
2025-04-27,28149.628629434417,2171.0320862777903,13548.437801508248,41698.066430942665
2025-04-28,36525.84204729905,618.9369277777927,4147.805821502846,40673.64786880189
2025-04-29,29569.040977809404,2009.0183152777877,13030.747645543088,42599.78862335249
2025-04-30,29251.102026802102,2391.604613291677,14731.302234662897,43982.404261464995
2025-05-01,31384.753831532566,1258.8430226388957,7782.197750210802,39166.95158174337
2025-05-02,12614.023701818438,206.7552382500093,1112.3431817850346,13726.366883603472
2025-05-03,13603.330086208836,359.8076680555637,1809.8130109125314,15413.143097121367
2025-05-04,35662.260010717415,293.6471500000113,1926.3253040000575,37588.58531471747
2025-05-05,36177.220139921395,135.56619305556504,912.5638285535081,37089.783968474905
2025-05-06,34816.47331337699,3443.222657902791,20978.068508998094,55794.54182237509
2025-05-07,34734.17077823245,2770.4833630833414,18390.824808844656,53124.99558707711
2025-05-08,33753.332498149946,1583.467459944457,10341.446935017942,44094.77943316789
2025-05-09,11057.078707544997,986.9494286805623,5031.898052934746,16088.976760479743
2025-05-10,13296.048601735132,964.9677833333386,5484.102631758351,18780.15123349348
2025-05-11,32551.093622269593,1436.3670132083457,9752.215472151367,42303.30909442096
2025-05-12,32509.58782867808,4511.1088897638965,29590.778469627843,62100.36629830592
2025-05-13,35787.01105560833,1691.974827777789,11360.178387063934,47147.189442672265
2025-05-14,34795.40463366322,128.87591805556997,901.0359810854764,35696.440614748695
2025-05-15,33521.47001974788,1218.50535641668,7868.526267071395,41389.996286819274
2025-05-16,10895.830956834521,132.80454811111358,472.410544636843,11368.241501471364
2025-05-17,13199.812179460187,646.5725222222272,3496.3357087291834,16696.14788818937
2025-05-18,34183.873444980825,465.69139583334305,3135.965859541714,37319.83930452254
2025-05-19,32968.601556171394,1126.3877666666754,7781.849851516689,40750.45140768808
2025-05-20,32745.227226622643,3716.587418500013,25030.361429615314,57775.58865623796
2025-05-21,31566.21040637885,4085.9308491111196,26343.68015579031,57909.89056216916
2025-05-22,31230.73312632519,1170.7885452777934,7694.209638262839,38924.94276458803
2025-05-23,10226.600635412642,768.0814166666736,4093.431744916692,14320.032380329334
2025-05-24,13349.79601647049,132.27860429167154,589.7021784497297,13939.49819492022
2025-05-25,31380.753091017825,1493.9866722222337,10299.470579755607,41680.223670773434
2025-05-26,30700.737203237404,5822.841982083342,36802.74001520504,67503.47721844245
2025-05-27,31543.787381184255,2699.2656668194545,17315.40719651465,48859.1945776989
2025-05-28,32872.34379356657,1192.2371777777885,7865.285208497262,40737.62900206383
2025-05-29,33071.03034583827,1574.5304494583536,10704.869505232644,43775.89985107091
2025-05-30,10737.370697561517,796.9664448333426,4554.081915368169,15291.452612929686
2025-05-31,13811.441737015459,92.80591944444822,481.94113967501335,14293.382876690472
2025-06-01,52223.12151381842,83.3132027777852,569.8555913847526,52792.97710520317
2025-06-02,54302.43946522215,386.430626888898,2637.863576920481,56940.30304214264
2025-06-03,49516.32765500502,979.4629222222377,7038.188108345219,56554.51576335024
2025-06-04,58046.63180040057,206.67661166667583,1450.8090137983734,59497.44081419895
2025-06-05,48819.863470030556,2586.0856849027873,17906.499424651105,66726.36289468166
2025-06-06,18034.75128753986,87.48820000000654,541.2457493000162,18575.997036839875
2025-06-07,22592.53962457108,562.7500791666722,3600.47500650835,26193.01463107943
2025-06-08,43191.5346962278,2086.6483037222365,14519.040930024403,57710.575626252205
2025-06-09,55202.41948497147,19.660400000007563,138.16538763336658,55340.584872604835
2025-06-10,50457.26510527148,2126.316100125012,14782.291943630555,65239.55704890203
2025-06-11,53883.595107330184,906.1577519444571,5301.992015735036,59185.58712306522
2025-06-12,52373.804409579876,759.5290279027904,5362.719340088615,57736.52374966849
2025-06-13,17134.448811472274,473.26742777778736,3048.0788686028145,20182.527680075087
2025-06-14,19076.68602099917,89.94932283334303,555.3021445116116,19631.98816551078
2025-06-15,45610.94670955821,3396.5003876111155,22893.491379400773,68504.43808895898
2025-06-16,51170.52037566493,2142.3485647083435,14180.833220549925,65351.35359621485
2025-06-17,52299.733092926006,2490.563866402787,17644.979833669768,69944.71292659578
2025-06-18,51784.25989052445,401.69422222223125,2696.06661229865,54480.3265028231
2025-06-19,47212.940069002674,2788.44101529219,18913.955921172077,66126.89599017476
2025-06-20,16405.70604202283,50.260100000004115,311.66288010001426,16717.368922122845
2025-06-21,16582.172359351105,166.44610555555911,1040.870721091675,17623.04308044278
2025-06-22,44810.17288089422,3118.6578124027856,21463.454280894795,66273.62716178902
2025-06-23,47321.65268752286,1231.878439899702,8605.64590218678,55927.29858970964
2025-06-24,57684.47575099642,68.27853472223046,483.18776386809236,58167.66351486451
2025-06-25,47802.128206729525,3039.4389860694555,20851.688163531122,68653.81637026064
2025-06-26,45241.18989599528,1740.0626717777945,12136.506677438412,57377.69657343369
2025-06-27,15722.980255653849,154.38472250000305,956.0836206831975,16679.063876337048
2025-06-28,17600.17686109837,5.495266666674942,33.567836433364064,17633.744697531736
2025-06-29,42493.00831942611,4708.301078486122,32318.481229135832,74811.48954856195
2025-06-30,49334.17679333407,677.3265027777933,4835.598908998683,54169.77570233275
2025-07-01,58128.61898760482,2853.0724041250132,24279.72365329226,82408.34264089708
2025-07-02,56805.824462970304,1085.3579365555697,9088.178322460357,65894.00278543067
2025-07-03,62049.819726798814,477.2764511944615,4269.702686722996,66319.52241352182
2025-07-04,23784.55748565723,818.7699000000097,6388.241850183373,30172.799335840602
2025-07-05,25791.26015399636,826.6574361111209,6097.043242372265,31888.303396368625
2025-07-06,56682.570416521005,5426.769748861119,46004.21956076909,102686.78997729009
2025-07-07,58004.985509702004,116.01250679167454,985.9981013946782,58990.983611096686
2025-07-08,61687.28406020308,1289.5076800972356,11108.331830338306,72795.61589054138
2025-07-09,57692.80619799762,832.6603652777864,7174.245298543787,64867.051496541404
2025-07-10,55954.57360985013,1868.3373185694586,16360.617976466618,72315.19158631675
2025-07-11,24213.855575862843,78.71920138889547,525.4506692708544,24739.306245133695
2025-07-12,24401.36781979389,1191.0522222222319,9060.530559322258,33461.898379116144
2025-07-13,57258.92977708926,49.57135555555938,422.96451151251733,57681.894288601776
2025-07-14,55971.35881075375,1416.9653896666762,12009.23436661622,67980.59317736997
2025-07-15,56722.22237736265,643.0739500000092,5510.905391434081,62233.12776879673
2025-07-16,57674.41060167315,44.53327222223457,372.06201414172006,58046.47261581487
2025-07-17,53447.66410894638,3120.5516638889017,25818.984100807,79266.64820975339
2025-07-18,22941.19077885325,501.60020972222674,3529.813983264594,26471.004762117846
2025-07-19,25547.753499199946,233.888872222231,1566.1198884000355,27113.873387599982
2025-07-20,55266.12009978789,1192.309194444451,10026.51157315628,65292.631672944175
2025-07-21,57784.11434445575,501.9705736111199,4343.801358027129,62127.91570248288
2025-07-22,55653.004737067124,1798.1265278472379,14980.650812722799,70633.65554978992
2025-07-23,62465.480642495386,263.40383333334034,2200.152883100727,64665.63352559612
2025-07-24,62386.21293809083,175.09644166667564,1495.9377570729644,63882.15069516379
2025-07-25,21865.379106341683,555.2241583888958,3224.1476393381704,25089.526745679854
2025-07-26,24429.932314332946,942.6339861111159,7044.724956368064,31474.65727070101
2025-07-27,52748.17201143267,3407.3191907064574,28241.59553102053,80989.76754245319
2025-07-28,58026.39342478047,2039.7213991527908,17327.665146484334,75354.0585712648
2025-07-29,56048.772382609255,2961.622754861121,24626.04398008164,80674.8163626909
2025-07-30,52695.4300758196,7254.049067541678,59460.35118024258,112155.78125606218
2025-07-31,52141.61296767885,4982.806020750011,41763.47193948976,93905.08490716861
2025-08-01,22127.38228651901,231.2789902777818,1521.4688375423805,23648.851124061388
2025-08-02,24959.2731672004,280.0692375000058,1810.3675512000293,26769.64071840043
2025-08-03,44577.911608957496,1539.0535894444545,12997.866520881264,57575.778129838756
2025-08-04,52128.21327511639,148.742916666675,1256.4314170833686,53384.644692199756
2025-08-05,48240.097331749836,2310.5100703889025,19063.54162172067,67303.63895347051
2025-08-06,54869.019943643594,153.8275333333421,1312.0034884229563,56181.02343206655
2025-08-07,52694.274718905086,1257.713562500006,10347.761948406267,63042.03666731135
2025-08-08,20468.891553175796,531.4482277777859,3338.292042786141,23807.183595961935
2025-08-09,23133.403186024298,384.4377033055621,2547.385108028413,25680.788294052712
2025-08-10,49525.67588074642,345.4417060555617,2350.6273144283878,51876.30319517481
2025-08-11,48335.35666698257,2195.916833333343,18523.969954833367,66859.32662181594
2025-08-12,53714.54905545416,1329.9671666666798,11068.388062265347,64782.937117719506
2025-08-13,48515.47589945885,2793.9338802777875,23153.09964569571,71668.57554515456
2025-08-14,49891.32054334608,1469.0091339722353,11560.812972701493,61452.13351604757
2025-08-15,21482.7790636501,225.06869500000232,1245.632752791953,22728.411816442054
2025-08-16,24882.622451251907,370.6783911527817,1735.7682734397108,26618.390724691617
2025-08-17,48326.86676751819,1165.78676250001,9886.201313881293,58213.068081399484
2025-08-18,51302.04746244359,175.59452916153705,1541.8020976811547,52843.84956012474
2025-08-19,50652.67679471732,858.8834612654397,7101.066807287275,57753.74360200459
2025-08-20,54843.090309965715,1405.540019708339,10963.467951962935,65806.55826192864
2025-08-21,50472.693429080944,823.6799916666796,7059.49132096881,57532.18475004975
2025-08-22,22423.62099438561,348.0269754444476,1968.9567489202936,24392.5777433059
2025-08-23,23181.636790536293,1347.1593111111188,9984.717554940311,33166.354345476604
2025-08-24,48126.27288508233,610.4063305555699,5209.851153013946,53336.12403809628
2025-08-25,63396.47799968002,275.5308638888978,2340.167939913935,65736.64593959396
2025-08-26,50022.60581904811,1074.7558865000171,8994.610963202089,59017.2167822502
2025-08-27,50210.27951748028,2530.388645736125,21118.317058304994,71328.59657578528
2025-08-28,48891.66298447865,5095.5477598750085,42271.494605296066,91163.15758977472
2025-08-29,22155.767099443045,153.83268333334055,1134.7647805423908,23290.531879985436
2025-08-30,24003.499600492913,362.17809861111505,2510.437490522937,26513.93709101585
2025-08-31,47581.71498864456,2590.023132500011,19163.557448869964,66745.27243751453
2025-09-01,39693.07717114805,916.9373250000159,6255.606527750088,45948.68369889814
2025-09-02,35306.7865417775,1690.196850000013,10913.669184200064,46220.45572597757
2025-09-03,40436.523900680666,1311.9379224444522,9027.557799024424,49464.081699705086
2025-09-04,36404.58071991798,822.6790650972314,5473.556907125621,41878.1376270436
2025-09-05,13711.741663902947,164.57466730556203,789.2156023306404,14500.957266233587
2025-09-06,14166.775760060897,281.826858777783,1337.741337862963,15504.51709792386
2025-09-07,34226.90267957245,2704.324872152789,17403.371130098676,51630.273809671125
2025-09-08,42184.225245185124,1694.715533127582,10979.778348405289,53164.003593590416
2025-09-09,37307.31874075083,2340.491561111124,15235.30413560562,52542.62287635645
2025-09-10,40599.7410052464,1864.006824897131,12490.378585010649,53090.11959025705
2025-09-11,40354.11353217898,106.03178333333666,703.5738983083439,41057.68743048732
2025-09-12,13822.06873414883,229.5811833333371,1392.7542486916693,15214.8229828405
2025-09-13,14803.990946128393,689.0438361111142,4295.283734591669,19099.27468072006
2025-09-14,44481.46686054267,126.19668822223323,848.0417448533824,45329.508605396055
2025-09-15,37443.74874234953,1485.5812863708961,9653.808923869929,47097.557666219465
2025-09-16,45486.92491883108,501.26817083334157,3389.8260052604605,48876.75092409154
2025-09-17,41997.81503598272,69.5804388888976,464.9364926555876,42462.751528638306
2025-09-18,37378.60805239639,3378.02436431945,22055.433731265795,59434.041783662185
2025-09-19,14757.119476225636,146.04222908334015,716.5930454233562,15473.712521648993
2025-09-20,16081.363527243848,238.32897033333995,1090.5884027698562,17171.951930013704
2025-09-21,40505.6131338392,300.2190731111191,2029.9312628408163,42535.544396680016
2025-09-22,46522.49005882919,29.585795500003243,202.2484980380132,46724.7385568672
2025-09-23,43669.44567047049,107.64792433333825,746.3230594030216,44415.76872987352
2025-09-24,38550.412089632635,4057.0726550277836,26902.8709181267,65453.28300775934
2025-09-25,41440.40033652529,765.8538231389006,5178.703552065213,46619.1038885905
2025-09-26,14880.58099023693,115.62629305556145,693.0061874284901,15573.587177665418
2025-09-27,16522.79945130054,750.9190541666756,4399.730160377112,20922.52961167765
2025-09-28,40996.88146861617,2585.2788654588567,17399.439122483138,58396.32059109931
2025-09-29,44240.41919403702,78.31728044445,507.234197256741,44747.65339129376
2025-09-30,43960.24261483629,2113.8577701111253,13316.259428322965,57276.50204315925
2025-10-01,36530.50102048437,449.5553856666735,2870.186359788867,39400.68738027324
2025-10-02,39645.31750429533,157.75835227778356,1055.64001426678,40700.95751856211
2025-10-03,11685.075590996388,657.9709000000071,3141.002847933362,14826.07843892975
2025-10-04,13710.749332592575,239.46543333333992,1114.3780741916862,14825.12740678426
2025-10-05,38872.10378986248,523.6893327222319,3303.9560001445434,42176.05979000702
2025-10-06,35664.2143207818,3589.2837509583414,23148.4599915937,58812.6743123755
2025-10-07,38112.399765156115,1927.4469194583419,12449.09392110214,50561.493686258254
2025-10-08,36055.943550395416,1943.5787168611182,12400.883294604319,48456.826844999734
2025-10-09,39983.20193398232,234.9931380000051,1620.6301762170237,41603.83211019934
2025-10-10,13464.915160910845,292.2850027777841,1529.9658470402985,14994.881007951144
2025-10-11,14068.669904426839,350.88457361111966,1796.3535746021169,15865.023479028956
2025-10-12,36605.19283961263,1741.072281888905,11165.459422538846,47770.652262151474
2025-10-13,39831.46326343386,686.4958363888932,4011.0317312048505,43842.49499463871
2025-10-14,42682.16926549178,902.1349791111152,5140.456538484573,47822.62580397635
2025-10-15,43134.89256689002,194.66806216667266,1280.234510839114,44415.127077729136
2025-10-16,40638.18071800066,839.8579408333482,4914.455619835158,45552.636337835815
2025-10-17,11839.449598361027,1487.2866967777816,7540.9898357496495,19380.439434110674
2025-10-18,14516.047155512053,380.42708500000504,1378.066212668351,15894.113368180404
2025-10-19,43298.15430735386,226.66839672222986,1491.1380478371743,44789.292355191035
2025-10-20,46805.88313912736,149.1071878888967,983.9583328788185,47789.841472006185
2025-10-21,45935.24371302275,841.47990883334,4767.119495138387,50702.363208161136
2025-10-22,43599.90118596361,1248.6391418055678,8156.868029367488,51756.76921533109
2025-10-23,47259.83157296638,879.1540456666772,5600.838576102052,52860.670149068435
2025-10-24,13261.58362313963,645.0882787222304,3314.6420233729464,16576.225646512576
2025-10-25,15468.128015560475,603.0242888888988,3075.514927286144,18543.642942846618
2025-10-26,45688.94703387197,850.0760940833446,5532.064151596509,51221.01118546848
2025-10-27,41997.89853127513,1763.4817807916763,11211.874069305755,53209.77260058089
2025-10-28,43519.0935878227,3378.9363631563906,22110.39912556488,65629.49271338759
2025-10-29,47899.51695216414,417.05356855556494,2776.3256058743773,50675.842558038516
2025-10-30,40527.17027671684,3344.79113853962,21504.544826184716,62031.71510290155
2025-10-31,15293.483701234694,183.16953333334268,869.9028452666957,16163.38654650139
2025-11-01,14553.226519924925,477.02192500000837,2168.098078229195,16721.32459815412
2025-11-02,45228.782575791956,1102.6899247361177,6546.613851174901,51775.39642696686
2025-11-03,50531.21078715488,242.66282544445062,1588.4708553593634,52119.681642514246
2025-11-04,46452.18859607141,1301.810092527789,8548.165303939948,55000.35390001136
2025-11-05,52538.43980858998,174.92472922222882,1141.82116999809,53680.26097858807
2025-11-06,47648.39616807131,1477.3647961944523,8861.124062043284,56509.52023011459
2025-11-07,14384.276904260325,780.1880833333435,4252.086739458371,18636.363643718694
2025-11-08,15767.807889448832,500.8584444444508,2468.070381833357,18235.87827128219
2025-11-09,48804.168935980735,683.4899803888978,4422.521918106341,53226.69085408708
2025-11-10,53115.694421506756,621.7753650139025,3797.212154745038,56912.90657625179
2025-11-11,53892.53804795012,193.78378550001094,1237.1156866320548,55129.65373458217
2025-11-12,49453.43927110676,752.1828986805643,4719.277274046813,54172.71654515358
2025-11-13,48216.92475396818,2734.076154125006,17396.552538810578,65613.47729277876
2025-11-14,15279.819149524166,564.9356666666768,2986.0397365000326,18265.858886024198
2025-11-15,16253.162321969787,165.19728333334055,846.2734687111328,17099.43579068092
2025-11-16,50810.780733385065,1954.4142933889036,12709.721638190964,63520.50237157603
2025-11-17,49305.206705162476,3901.432818250012,24282.63963916216,73587.84634432464
2025-11-18,52013.74726793885,2021.8234507083398,12066.71749460027,64080.46476253912
2025-11-19,52811.14701090199,2867.685687166677,16787.687858335245,69598.83486923724
2025-11-20,48887.01041800792,2712.0399615138954,17232.174195889183,66119.1846138971
2025-11-21,15669.368625244293,661.2704277777834,3024.0032089833458,18693.37183422764
2025-11-22,17339.34503158396,451.34967777779036,2241.251416244496,19580.596447828455
2025-11-23,49861.1672488775,2819.735738708345,17030.74935414746,66891.91660302496
2025-11-24,51862.48032072396,2413.0389120000104,15922.676967946372,67785.15728867034
2025-11-25,59484.50807130595,62.24942861112018,407.4536349740764,59891.961706280024
2025-11-26,55738.42750144421,436.85376527778857,2836.977402762555,58575.40490420676
2025-11-27,52890.63786289704,1400.7287077638987,8926.240500353744,61816.878363250784
2025-11-28,15798.8633126239,540.2376736111199,2766.9782611791975,18565.841573803096
2025-11-29,19666.410485610453,210.73394034620176,944.6592800579475,20611.069765668402
2025-11-30,56236.5691362175,2241.8203986250146,14750.608808833116,70987.17794505061
2025-12-01,68961.4095770393,216.00894577778644,1714.3549981653828,70675.76457520468
2025-12-02,74843.59476550968,246.19451177778635,1949.6819920064409,76793.27675751613
2025-12-03,61630.382380251,5058.079886750012,38006.30826670178,99636.69064695277
2025-12-04,69527.8431906357,201.55067294445269,1324.0338912179081,70851.87708185361
2025-12-05,21702.334878420697,783.5375666666741,5001.964736525011,26704.29961494571
2025-12-06,22843.9273319257,277.8558000000079,1595.4480036000348,24439.375335525736
2025-12-07,72349.22564937663,175.93510477778696,1422.7871923379398,73772.01284171458
2025-12-08,70728.24690179288,449.7778212935613,3755.1950299799164,74483.4419317728
2025-12-09,71209.17966893733,447.18391911112127,3418.2738776853853,74627.45354662271
2025-12-10,68185.60622633663,2050.122778402792,15573.229093657383,83758.83531999402
2025-12-11,66549.59783292102,142.2539623888968,1126.2957472140743,67675.89358013509
2025-12-12,22140.951243519725,906.7524013333408,6043.949828781697,28184.90107230142
2025-12-13,22428.980848067502,955.0194711666729,6104.242200348115,28533.223048415617
2025-12-14,66372.56369311493,3377.389336402785,25202.107466671063,91574.671159786
2025-12-15,65855.33448965239,4251.724254166677,31302.06103114382,97157.39552079621
2025-12-16,72037.24043808517,132.9593260000069,1021.5929813210355,73058.8334194062
2025-12-17,70543.7464171346,311.83682833334217,2299.4422050817184,72843.18862221632
2025-12-18,66010.29362489555,1228.1335899166781,9501.886487906904,75512.18011280245
2025-12-19,20952.41074881389,1895.7696524027856,12360.170977636417,33312.581726450306
2025-12-20,21971.157794473427,78.02572494445081,440.54575650436254,22411.70355097779
2025-12-21,69163.57926518163,428.1864089861203,3343.279481363611,72506.85874654524
2025-12-22,69039.20576456352,1446.0695113055676,10922.709311908078,79961.9150764716
2025-12-23,71049.79656368084,358.81208702778827,2841.074105086007,73890.87066876685
2025-12-24,68479.09231829384,75.75841519445676,495.57367299452574,68974.66599128836
2025-12-25,63642.26328082544,3111.1431153888975,23794.822505698277,87437.08578652372
2025-12-26,22403.863282486906,1908.5951787304664,12722.649175241995,35126.5124577289
2025-12-27,20591.57903333762,709.8773677484722,4358.305253947042,24949.88428728466
2025-12-28,65769.6861009227,280.9510016111163,2102.61851945008,67872.30462037279
2025-12-29,66713.88618478995,1648.568970375015,12428.345047628405,79142.23123241836
2025-12-30,66760.81664331182,501.59304906945323,3443.464653030753,70204.28129634257
2025-12-31,70223.8586661775,650.5681025000097,5084.840289140065,75308.69895531757
