日期,计划购电量/kWh,计划购电费/元,紧急购电量/kWh,紧急购电费/元,弃电量/kWh,日初储电量/kWh,日末储电量/kWh
2025-02-17,83354.07758333333,51329.02017682514,516.5259681666756,3583.1378563640355,8917.170884876554,6000.0,6000.0
2025-02-18,74788.37367530864,46051.14575434259,1355.4676383472295,9265.660641042577,38.41279305556719,6000.0,6000.0
2025-02-19,75584.90303467077,46607.522325507365,1508.6608970139043,10208.190256622296,19.182986111126095,6000.0,6000.0
2025-02-20,77873.43848347051,47589.98849920669,791.2190906527871,5477.429990244508,3608.234621570659,6000.0,6000.0
2025-02-21,33776.2922029321,16906.651284529307,754.0240736111168,4436.844660972254,5572.282311934166,6000.0,6000.0
2025-02-22,33904.536966100815,17281.301557041188,510.5567111111193,3062.6611768555945,3233.907122067911,6000.0,6000.0
2025-02-23,77474.42282233333,47415.79884793928,391.0505531111212,2675.3655179864872,2058.3169885027523,6000.0,6000.0
2025-02-24,73671.27367674897,45690.27656601182,219.39115577778955,1435.2206685891629,1714.676533899186,6000.0,6000.0
2025-02-25,76767.64071311729,47013.61302453265,468.93771277778524,3160.682478104482,7696.692789334709,6000.0,6000.0
2025-02-26,69759.89936003086,42329.66652354259,2976.848547666679,20083.908577376624,35.21595000001349,6000.0,6000.0
2025-02-27,70687.42658724281,43339.89301368469,1232.763286972237,8404.978000868252,717.5594281035799,6000.0,6000.0
2025-02-28,32564.160633539093,16547.141590692623,467.36225054167613,2571.2625329904176,6503.19035000001,6000.0,6000.0
2025-03-01,32484.63043395062,16740.494160965834,224.85962083333817,1258.598485070855,5915.958181121409,6000.0,6000.0
2025-03-02,77281.15488629973,47501.75266492682,149.82631405556666,1045.1883668516082,480.7985520919202,6000.0,6000.0
2025-03-03,79799.17385411523,49025.06373302051,1175.443944944453,8101.939630544513,4775.918532561744,6000.0,6000.0
2025-03-04,70769.85474104938,43074.55374003343,2392.1027082500177,16271.904387949548,50.02474583335005,6000.0,6000.0
2025-03-05,74394.96502994446,45284.385346516945,368.7711941666737,2564.911746906701,4596.0178438786115,6000.0,6000.0
2025-03-06,69288.80868412208,41944.62157340091,921.5368447777898,6320.269918988222,94.98568472223681,6000.0,6000.0
2025-03-07,31201.88145,16240.800114208612,142.14575694444997,701.5603833993305,7410.240954269555,6000.0,6000.0
2025-03-08,30505.80622777778,15509.563584228334,363.42186666667277,1990.756747808362,8770.77477791496,6000.0,6000.0
2025-03-09,73452.21475334362,44381.9645168262,356.1033606666745,2484.1770440107002,6454.382432767501,6000.0,6000.0
2025-03-10,70646.22005308642,42308.9287234519,1537.7019440138997,9261.589018827475,53.0410541666791,6000.0,6000.0
2025-03-11,61470.78390438958,37410.03708735573,5630.086339986118,37341.69088318232,0.000850000008007612,6000.0,6000.0
2025-03-12,71718.45066255145,43362.235914747485,128.88697100000832,899.1155096960484,5405.530784036356,6000.0,6000.0
2025-03-13,72047.8096563786,43588.888408594736,848.7218566111203,5891.188641022016,1418.3125412037123,6000.0,6000.0
2025-03-14,29556.643736111113,14906.238228183332,571.8613805555647,3333.1359324611512,11136.541226337456,6000.0,6000.0
2025-03-15,30082.174283333334,15138.022638551112,682.8359833333402,4324.499703966695,6843.96507160495,6000.0,6000.0
2025-03-16,68732.48708875172,41561.55199714198,317.6290205000097,2215.7800470080397,1644.8986380658514,6000.0,6000.0
2025-03-17,64228.33947177641,37984.92382875919,1088.2461171805662,7513.27526397431,3428.6818170439074,6000.0,6000.0
2025-03-18,72414.18060214334,43784.556554710856,256.6089042777885,1790.1037162418365,7851.418769015782,6000.0,6000.0
2025-03-19,58829.33058744856,35680.13484075993,4033.5749432042285,26726.86941194031,0.8845500000092628,6000.0,6000.0
2025-03-20,67720.88302777777,40957.97822366028,668.8285367777847,3552.072217052919,2067.2079099279854,6000.0,6000.0
2025-03-21,29145.8708,14646.365827031947,283.64394166667046,1719.9366456583466,14361.019850925932,6000.0,6000.0
2025-03-22,29635.279702777778,14971.7795526825,111.71942500000587,551.3912220875253,10928.834631927304,6000.0,6000.0
2025-03-23,69345.66762088478,41970.95567635865,167.47088333334173,1168.2768821333727,7025.848538786022,6000.0,6000.0
2025-03-24,65046.4387811214,38754.79292774234,748.9717109583501,5220.190938916899,3863.913207373128,6000.0,6000.0
2025-03-25,73175.87758333333,44100.664620732234,142.01830634722916,990.7197050782513,8597.284766512357,6000.0,6000.0
2025-03-26,62258.612097325095,37490.517364640684,450.81464902778663,2526.395032891697,3064.748986214002,6000.0,6000.0
2025-03-27,66426.81482069616,39853.87806274141,415.07041666667516,2895.531226666703,4371.05023990056,6000.0,6000.0
2025-03-28,29001.763759722224,14382.698847831805,255.50677777778287,1274.0447059722428,15551.777747530872,6000.0,6000.0
2025-03-29,28217.981127777777,13844.102909345835,971.5948777777842,5843.352598955587,18542.10534142662,6000.0,6000.0
2025-03-30,65608.36059356995,38822.116739340476,150.5827888888989,1050.4655352889304,6654.9819096193505,6000.0,6000.0
2025-03-31,55891.7772292181,33613.593566514945,4294.9709324269625,29095.951730286502,8.359535286217579e-12,6000.0,6000.0
2025-04-01,69594.6696114712,40866.83094818459,826.3416916666754,5740.680950445868,6579.801314283271,6000.0,6000.0
2025-04-02,65996.10161666667,39168.81400387653,922.3960333333433,6393.000503000047,2674.4594420439075,6000.0,6000.0
2025-04-03,66844.98374427298,40357.28064004545,103.91214444444883,724.891119644466,7411.361897565166,6000.0,6000.0
2025-04-04,27338.687672222226,13331.993176320002,380.7441611111185,1879.1628071639227,18276.860866255156,6000.0,6000.0
2025-04-05,27382.18452777778,13387.857763748056,657.9716388888962,3654.6912780278126,12963.51828148149,6000.0,6000.0
2025-04-06,62596.363850857335,36527.838067448625,964.4774541666741,6668.8151429271165,5271.780699365578,6000.0,6000.0
2025-04-07,54833.57886666666,32128.19163453458,2193.0802001111256,14915.227012792446,1.5067058711792924e-11,6000.0,6000.0
2025-04-08,64077.3412459705,38316.641229307475,407.29228333334135,2841.2709685333693,6351.717757441709,6000.0,6000.0
2025-04-09,62472.621430246916,36997.67351081255,634.0442024305676,4423.0923561555965,23.19086666668167,6000.0,6000.0
2025-04-10,60645.50269315844,36592.3271301161,124.79695694445202,870.5835716444789,2430.132238494521,6000.0,6000.0
2025-04-11,26415.538363888885,12631.145447238887,935.4806152777845,4913.7572904792,18994.36873333334,6000.0,6000.0
2025-04-12,26925.873474999997,13291.234241369722,236.69135000000742,1168.1901579250368,15127.129350823052,6000.0,6000.0
2025-04-13,57789.404033333325,34002.66717576556,1118.5979666666817,7715.472286350072,752.6441435013847,6000.0,6000.0
2025-04-14,61950.4882478738,37042.56664300143,158.78759583333917,1107.702268533355,6025.14696063101,6000.0,6000.0
2025-04-15,52380.81013979767,30968.29303944643,2109.5596500000083,14369.700907100028,614.0877271947982,6000.0,6000.0
2025-04-16,59865.31195649863,34545.65783826411,1623.2945680555645,11106.158667072259,1928.576460459546,6000.0,6000.0
2025-04-17,53104.65976023663,32059.880721443646,3058.7501547916745,20632.09448823032,1.1945111566546984e-11,6000.0,6000.0
2025-04-18,25652.81318888889,12161.330845453891,530.206932444449,2667.550269111912,16788.902900000005,6000.0,6000.0
2025-04-19,25741.95703611111,12030.884198681113,737.6986416666704,3966.3703203833475,16737.031487997265,6000.0,6000.0
2025-04-20,54342.791883333324,31834.645040360418,1494.8969731527895,10244.233345590324,32.89757361112441,6000.0,6000.0
2025-04-21,59053.09984525034,34548.38284578411,199.87010555556256,1394.2938563555854,7179.797978995202,6000.0,6000.0
2025-04-22,52811.90397500001,30850.330840660834,2779.317084208345,18885.824410070316,1.5063505998114124e-11,6000.0,6000.0
2025-04-23,50769.45086433471,29841.062576139295,3821.813652347233,25913.183630012114,1.014299755297543e-11,6000.0,6000.0
2025-04-24,51823.36507743484,30651.695693877802,806.0634125000115,5607.030391414623,1874.6454742969934,6000.0,6000.0
2025-04-25,25404.15657638889,12282.921304873751,244.49016441667052,1129.1832298112552,20602.659627777783,6000.0,6000.0
2025-04-26,25314.06980198611,12064.343730521818,544.9963980138942,2737.565012208927,22748.872566666672,6000.0,6000.0
2025-04-27,50429.539627434846,29916.823012059504,2171.0320862777903,14055.325237947196,348.89803333334805,6000.0,6000.0
2025-04-28,60644.498895884775,35128.57927235955,618.9369277777927,4317.704008177849,850.3313384773822,6000.0,6000.0
2025-04-29,50588.58755703018,29968.503800172715,2009.0183152777881,13694.462806127813,1746.0634597565322,6000.0,6000.0
2025-04-30,48895.619882921805,29392.63904906574,2391.604613291677,15558.95653019588,1.0960121699099545e-11,6000.0,6000.0
2025-05-01,54012.581651208166,33411.665853780556,1258.8430226388957,7838.837603993328,590.8684666666758,6000.0,6000.0
2025-05-02,29346.1049,15275.066553165001,206.75523825001025,1263.8947714222966,12307.978278052138,6000.0,6000.0
2025-05-03,28345.27351944444,14502.257150125832,359.8076680555641,2204.9583041750425,16886.41748477367,6000.0,6000.0
2025-05-04,58036.9245983882,35100.53861313051,293.64715000001456,2048.482518400075,3189.852932750358,6000.0,6000.0
2025-05-05,59174.250199999995,36242.68205685111,135.56619305556686,945.7097627556016,482.69628844308426,6000.0,6000.0
2025-05-06,52809.976075171464,32186.473574092364,3443.222657902791,21237.858318391307,1.2170264795940966e-11,6000.0,6000.0
2025-05-07,55603.21221539781,34341.67571284238,2775.080428916674,18591.526668984545,9.325873406851315e-12,6000.0,6000.0
2025-05-08,60041.729855606995,35466.911727445164,1583.4674599444575,10861.38844512036,2255.794713305913,6000.0,6000.0
2025-05-09,26965.026016666667,13494.323021140557,989.4320713333408,6051.1041389146985,16415.07172500001,6000.0,6000.0
2025-05-10,27326.35457777778,13596.982189305556,964.967783333339,6271.273969133359,13196.51311721537,6000.0,6000.0
2025-05-11,58125.80417553156,34630.81881569147,1436.30052904168,9871.43679042991,583.1468235253934,6000.0,6000.0
2025-05-12,50136.47073033265,30570.384958785515,4511.108889763897,30566.54231955281,1.0402345651527867e-11,6000.0,6000.0
2025-05-13,59822.87033333333,35121.24510071597,1691.9748277777885,11584.969668277823,4945.896801886156,6000.0,6000.0
2025-05-14,57434.66990841906,34813.08713275638,128.87591805556923,899.0384043556152,971.4977382887654,6000.0,6000.0
2025-05-15,54916.55947481138,33968.413757347626,1221.3719655833465,8409.884457918522,1.8243628829850422e-11,6000.0,6000.0
2025-05-16,26947.33161944445,13675.602970644724,135.6220021666695,648.7980813566242,21327.44684444445,6000.0,6000.0
2025-05-17,27332.417144444444,13830.429113066253,646.5725222222273,4156.441832525023,14505.446703703708,6000.0,6000.0
2025-05-18,61156.44571745542,35781.904555193454,465.69139583334305,3248.6631773333825,4401.41221126544,6000.0,6000.0
2025-05-19,53772.01815046296,32108.514965660324,1126.3877666666754,7788.573047500024,3946.0169501543273,6000.0,6000.0
2025-05-20,53807.43778792866,32417.291856596177,3719.0431051666824,25241.781214510534,1.2175149777249317e-11,6000.0,6000.0
2025-05-21,50123.07870291495,30833.967916353504,4087.464200569453,27343.68859512105,8.828493491819245e-12,6000.0,6000.0
2025-05-22,52991.714947290806,32297.666026914987,1174.2940136111276,8103.552854850208,1.5372592088169768e-11,6000.0,6000.0
2025-05-23,26360.875533333332,12953.63041913458,768.0814166666742,4882.531714800036,17733.83706563787,6000.0,6000.0
2025-05-24,26742.321533333336,13429.774142087364,132.73378966667246,727.4895844781951,20080.55361666667,6000.0,6000.0
2025-05-25,54348.732727160495,32391.065337043685,1493.9866722222334,10261.159581319496,3977.911620318941,6000.0,6000.0
2025-05-26,51243.01935843621,31374.949034524678,5828.7749569166745,38447.34743011174,7.698730541960686e-12,6000.0,6000.0
2025-05-27,49607.094398559675,30440.503891839275,2700.4097241111212,17624.152556592493,0.8809708333434039,6000.0,6000.0
2025-05-28,56605.493178097226,33365.364179532204,1192.2371777777892,8220.205936463932,1971.7982821673634,6000.0,6000.0
2025-05-29,56173.6699132716,33663.681574994625,1578.7312750416845,10826.472797618604,0.00016200001573878355,6000.0,6000.0
2025-05-30,26205.282737499998,12992.813385886388,796.8637335000097,5056.644489768822,17365.810433333343,6000.0,6000.0
2025-05-31,28505.452606944447,14514.053223257086,92.8059194444493,567.3225855639089,17332.49981027093,6000.0,6000.0
2025-06-01,79594.47713689986,48833.36154994541,83.31320277778434,578.0261461528022,4312.181518550079,6000.0,6000.0
2025-06-02,80866.72141882166,50176.18001536089,386.43020572223094,2692.442114093255,8791.628887774357,6000.0,6000.0
2025-06-03,74220.24050277777,45651.12064711361,979.4629222222386,6798.724607159107,3205.192738395078,6000.0,6000.0
2025-06-04,85318.09136613512,52794.81766854821,206.56315000000868,1437.3908732125383,12383.323986422509,6000.0,6000.0
2025-06-05,74165.52053260099,44920.55547033294,2586.085684902788,17628.064407278984,1605.304942029503,6000.0,6000.0
2025-06-06,36223.09535555556,20854.32631493028,87.48820000000723,610.3176832000189,2405.5658698072784,6000.0,6000.0
2025-06-07,39168.52505739027,21312.84784123231,562.7500791666738,3925.744552266686,6102.980237777105,6000.0,6000.0
2025-06-08,71371.54423287036,43362.848986134864,2086.6483037222374,14252.773522942316,4822.268011016482,6000.0,6000.0
2025-06-09,80210.23920222222,49926.31161759145,19.660400000010235,135.01880900004033,5401.164744875867,6000.0,6000.0
2025-06-10,73493.9310682524,44893.76712850807,2122.0853121250157,14493.119727221247,17.555578277794467,6000.0,6000.0
2025-06-11,79753.08393149075,50096.025433463554,890.8215433194573,4853.876767601816,108.01500150001576,6000.0,6000.0
2025-06-12,77309.38718885116,48033.286593378965,735.8903378194597,5130.7264084160015,1589.2498571755957,6000.0,6000.0
2025-06-13,34076.74778472222,19187.407372032365,473.26742777778804,3301.5135761778256,3182.2835150164715,6000.0,6000.0
2025-06-14,34502.50690555556,19490.464715781112,89.9493228333439,627.4864760853727,5349.906569000699,6000.0,6000.0
2025-06-15,71030.63850771605,43764.80919761513,3464.879816986115,23554.988704545045,178.8467207037119,6000.0,6000.0
2025-06-16,74898.42392081619,46059.25202969005,2142.4286932500113,13861.517326429212,188.7985975219634,6000.0,6000.0
2025-06-17,76253.89816867285,47245.78486057989,2485.0665743888967,16945.62525998703,67.10638600481258,6000.0,6000.0
2025-06-18,76261.917639952,46839.158653273436,401.69422222223403,2799.3657331097643,1666.8859155775249,6000.0,6000.0
2025-06-19,72453.99439115227,44373.44511805939,2788.440419958859,18994.970267130462,3384.4206819012493,6000.0,6000.0
2025-06-20,33291.73163055556,18659.605932350976,50.26010000000506,350.61445760001664,7970.424127266124,6000.0,6000.0
2025-06-21,33117.959197222226,18006.455265128337,166.44610555555903,1161.1280323555666,10983.332815789445,6000.0,6000.0
2025-06-22,69224.77839159808,41626.492603594685,3118.657812402786,21221.681570314096,1196.516432541167,6000.0,6000.0
2025-06-23,70850.50554614197,43768.65928896845,1231.8784398997022,8501.31150752017,1017.8415339081098,6000.0,6000.0
2025-06-24,82777.16641515774,51502.2022635685,68.27853472223309,473.20054668198975,2055.144393412905,6000.0,6000.0
2025-06-25,72656.57187496571,43994.359293060625,3039.4389860694564,20687.630226899728,1562.0558627311575,6000.0,6000.0
2025-06-26,69647.1767,43182.17977171042,1786.6338209027972,12238.04841947369,241.38068300413337,6000.0,6000.0
2025-06-27,33495.43644444445,18577.085985928476,153.4622125000051,1070.5523944000126,11011.081701203027,6000.0,6000.0
2025-06-28,32728.90672222222,17960.954702377363,5.49526666667518,38.33498026670386,7912.50699944171,6000.0,6000.0
2025-06-29,68121.60394999999,41342.42174761153,4688.275974944458,31799.0085943906,82.05517441908131,6000.0,6000.0
2025-06-30,73667.90238719137,44897.10528524478,677.3265027777909,4720.702383685474,427.84898276955926,6000.0,6000.0
2025-07-01,79806.80570862483,49687.91551970711,2861.0659060000135,19485.39227211966,61.30889000481205,6000.0,6000.0
2025-07-02,75457.42155039439,47288.85431107607,1076.2888568194599,7451.764412835483,29.543996388906905,6000.0,6000.0
2025-07-03,84340.48799427299,52919.2867139555,477.27645119446237,3325.820718082537,1022.6641508813656,6000.0,6000.0
2025-07-04,41206.00292777778,23740.83028999153,818.7699000000109,5690.658112158382,10182.937571006873,6000.0,6000.0
2025-07-05,41694.38865972222,24076.821016810143,826.6577194444536,5747.160556259763,10758.91067891702,6000.0,6000.0
2025-07-06,77993.72432676613,49157.90977479244,5426.834953694454,36780.8713669603,48.61179794445646,6000.0,6000.0
2025-07-07,79001.785244393,49186.52361057491,116.01250679167609,805.6529533537092,1972.7991752078212,6000.0,6000.0
2025-07-08,82439.01413544238,51712.016803473336,1137.8023368472332,7866.646842725857,4107.456794766817,6000.0,6000.0
2025-07-09,82217.93598915277,50929.59666538269,832.6603652777885,5804.1614871778165,5034.635697539104,6000.0,6000.0
2025-07-10,74719.39263849452,47187.72736270007,1880.7550628194608,12868.740144465357,17.736778277797267,6000.0,6000.0
2025-07-11,42573.81040555556,24790.625184825556,76.67143333334262,534.8599189333662,7170.1918633772375,6000.0,6000.0
2025-07-12,41068.02814444444,23610.960578315557,1191.052405555564,8193.254005069475,8158.517702495208,6000.0,6000.0
2025-07-13,79859.39605593278,51128.03615772279,49.571355555562505,343.12845124308217,6880.2882800212665,6000.0,6000.0
2025-07-14,76975.65905197187,47787.88911303577,1420.7695229583428,9775.10005151336,2907.854785428677,6000.0,6000.0
2025-07-15,78637.50943156722,48736.47196286975,643.0739500000115,4481.9248758625545,2795.7486868059054,6000.0,6000.0
2025-07-16,76499.80189465021,48490.78508186678,44.533272222237194,308.17845867227527,712.4173799554349,6000.0,6000.0
2025-07-17,73800.43575277779,46041.91215023778,3120.551663888904,21234.60618232506,342.98685859055024,6000.0,6000.0
2025-07-18,41736.00276820987,24320.758852282965,501.60020972222674,3499.1630630222317,7970.002742266811,6000.0,6000.0
2025-07-19,42824.824880555556,25483.770225048334,233.88887222223067,1631.60877262226,12873.080359910848,6000.0,6000.0
2025-07-20,78803.87844651422,48450.88766779796,1192.3091944444527,8234.243993961842,4104.706403395072,6000.0,6000.0
2025-07-21,79061.79856430812,49209.421795369126,501.97057361112184,3498.003547148656,1593.213396776416,6000.0,6000.0
2025-07-22,75931.99012652606,47451.34942594699,1801.3526053750145,12336.568275145895,179.44405277779114,6000.0,6000.0
2025-07-23,86216.18260742386,54384.70443637642,263.40383333334086,1834.0148111708645,8572.635979338143,6000.0,6000.0
2025-07-24,85065.67256496912,53399.97374087906,175.09644166667658,1218.288465579209,7891.3341759259365,6000.0,6000.0
2025-07-25,39650.36429616667,22912.42064975935,557.1936097222276,3622.391209832222,10651.443622222232,6000.0,6000.0
2025-07-26,39715.20698055555,22681.788638159862,942.6339861111169,6526.699658043079,9174.580204938276,6000.0,6000.0
2025-07-27,76907.7883176269,47544.78514523722,3407.319190706458,23167.702781218875,2902.752979783966,6000.0,6000.0
2025-07-28,80145.21423098096,49568.96894937332,1995.4241366805713,13370.137805894672,22.123956944461277,6000.0,6000.0
2025-07-29,76720.72719777092,47825.28459911001,2965.593286750009,20190.040384604003,1.06332720406499e-11,6000.0,6000.0
2025-07-30,69996.86804873611,43909.59097956579,7260.387534458341,48248.19753439534,9.00790553259867e-12,6000.0,6000.0
2025-07-31,73310.47683816872,45676.973543707696,4990.992362000009,33841.52451309005,13.676025000010961,6000.0,6000.0
2025-08-01,40050.47484444444,23363.49097293958,231.2789902777809,1613.4022361777907,16011.08596167696,6000.0,6000.0
2025-08-02,39658.870404166664,23117.140252134443,280.0692375000059,1953.7630008000313,15997.525411368319,6000.0,6000.0
2025-08-03,64854.10990768175,41541.29870008392,1545.0917221527882,10613.61279494902,1.0182077403442236e-11,6000.0,6000.0
2025-08-04,69492.36259048354,44406.615133047264,148.74291666667497,1034.9483503041993,569.2068066358189,6000.0,6000.0
2025-08-05,66204.67981829561,42052.085626716995,2315.004613097236,15796.572851339355,1.2896350654045818e-11,6000.0,6000.0
2025-08-06,73778.88213786007,47432.58622595746,153.82753333334404,1070.4587048458782,2032.931947376552,6000.0,6000.0
2025-08-07,76273.42548492798,46743.28041297247,1257.7135625000064,8675.396577229187,10534.662489300421,6000.0,6000.0
2025-08-08,38376.76561805556,21867.31019791514,531.4482277777839,3707.382836977801,20138.60056419754,6000.0,6000.0
2025-08-09,38694.595751388886,22158.867958099447,388.16170827778615,2683.7106348202637,17120.824716666677,6000.0,6000.0
2025-08-10,69693.75375178327,44348.74875677363,170.62185000000773,1187.7995561250323,959.7046976680492,6000.0,6000.0
2025-08-11,68080.43523731138,42389.04008496111,2195.9168333333423,14991.962206201424,1881.605786539795,6000.0,6000.0
2025-08-12,74548.53592878944,46417.76333376617,1227.4268902777917,8471.150392293814,4495.783098371074,6000.0,6000.0
2025-08-13,66948.3806494513,41890.857777827376,2739.5181135694556,18664.79835386324,150.90800555556766,6000.0,6000.0
2025-08-14,68191.39613758572,43745.35566042734,1475.6183554861254,9897.145889046531,1.2242651337146526e-11,6000.0,6000.0
2025-08-15,39638.2912,22947.4094087275,229.40210600000168,1355.7103117093375,19667.96628333334,6000.0,6000.0
2025-08-16,40968.19056111111,24360.010659967917,379.6337833333375,2043.949879716686,21378.543977777783,6000.0,6000.0
2025-08-17,71424.07012232511,44435.6720270063,1165.786762500008,8055.426392697953,5797.118054783961,6000.0,6000.0
2025-08-18,69183.86050097737,43991.64268429298,175.59452916153828,1223.0973768683516,1121.5753294238864,6000.0,6000.0
2025-08-19,67760.04365711592,42980.111004411854,858.8834612654423,5985.538317095005,659.4789688443186,6000.0,6000.0
2025-08-20,76339.65707067901,47207.74455346197,1411.4174374305628,9199.766439064368,2977.38778158437,6000.0,6000.0
2025-08-21,72290.75801668382,45023.14691188729,823.6799916666791,5743.675672904221,3754.3354409636704,6000.0,6000.0
2025-08-22,39924.225844444445,23343.94873902083,357.63351372222473,2249.331245138846,16010.181918004118,6000.0,6000.0
2025-08-23,38519.013422222226,21797.39124411236,1347.15931111112,9243.933459855602,14400.166120987662,6000.0,6000.0
2025-08-24,68054.55777981823,43657.175833904344,610.4063305555682,4256.300184580604,983.2306633573514,6000.0,6000.0
2025-08-25,89455.31274946846,56197.75205017974,275.53086388889847,1920.1955310389317,15354.347362105635,6000.0,6000.0
2025-08-26,68163.66811447188,43989.103235002665,1076.167896194463,7451.05663847658,1.5794032748317477e-11,6000.0,6000.0
2025-08-27,69088.31083333334,43924.29265594694,2541.507010444457,17327.111889966545,1.0246026249660645e-11,6000.0,6000.0
2025-08-28,69128.12352940673,43118.20424725219,5096.80910797223,34555.31154267267,20.326783333344448,6000.0,6000.0
2025-08-29,40529.621069444445,23684.525839757363,153.83268333334144,1073.1367989333705,15117.748161762696,6000.0,6000.0
2025-08-30,40387.901480555556,23593.05504024528,362.17809861111573,2526.5544159111364,19256.800697530867,6000.0,6000.0
2025-08-31,67567.79561172839,43428.69519362585,2578.9315680416753,17579.99993270619,1.1084466677857563e-11,6000.0,6000.0
2025-09-01,65437.901481258574,38938.99714130415,916.9373250000161,6373.08251383759,9331.953064386165,6000.0,6000.0
2025-09-02,56320.02308333333,34360.09193474153,1690.1968500000135,11581.414485266732,45.0857621913781,6000.0,6000.0
2025-09-03,60919.208921985075,37272.61353668051,1311.9379224444542,9037.861769128678,3153.126584173531,6000.0,6000.0
2025-09-04,58540.33976893005,36618.67256562294,679.4030805555678,4739.515889955593,1451.1058808642179,6000.0,6000.0
2025-09-05,30517.50561666667,16543.237334631252,170.338501500005,980.8617621106924,20823.581704166674,6000.0,6000.0
2025-09-06,30566.963944444444,16321.171998737776,287.56906727778323,1808.1650464220234,20093.44860555556,6000.0,6000.0
2025-09-07,55673.99308753428,34575.160501234226,2708.369887708345,17706.41585093679,1.1969092383878888e-11,6000.0,6000.0
2025-09-08,64758.15236140261,39241.014619379406,1694.715533127582,11605.052594454773,3391.241638871754,6000.0,6000.0
2025-09-09,56291.44250665295,35017.63233484534,2340.491561111124,15936.121527713265,1749.440325377246,6000.0,6000.0
2025-09-10,66469.58468065843,40024.18107843693,1864.0068248971302,12740.814265610752,3095.520562534305,6000.0,6000.0
2025-09-11,65042.23958916324,39959.39087014261,106.03178333333747,739.6777205333495,7786.572422959542,6000.0,6000.0
2025-09-12,31518.679244444444,16920.308688039306,229.58118333333985,1601.5583349333583,17170.695951783273,6000.0,6000.0
2025-09-13,30968.382905555558,16568.611608032086,689.043836111114,4768.5857579347285,20623.3426489712,6000.0,6000.0
2025-09-14,70508.94948894033,43508.2142086626,126.19668822223397,880.3480970382773,7050.244922788079,6000.0,6000.0
2025-09-15,58392.171754115225,36260.27121614049,1485.581238870895,9948.340999137947,759.2106500000125,6000.0,6000.0
2025-09-16,70774.98038460218,43028.43670024676,501.26817083334345,3496.8467597333865,7897.454930435538,6000.0,6000.0
2025-09-17,65655.92851532921,40741.24966907756,69.58043888889934,485.39314168893463,1734.580442815511,6000.0,6000.0
2025-09-18,59085.623855555554,37026.03075352236,3378.021373819451,22275.563123288885,9.299672143470161e-12,6000.0,6000.0
2025-09-19,31961.592968055556,17359.259836870417,146.2537819444503,860.3233074923871,12966.493562500007,6000.0,6000.0
2025-09-20,32153.5594,17499.846531863474,237.9208489583416,1267.7099519021217,13705.719228652273,6000.0,6000.0
2025-09-21,65423.06106471193,40257.03238953529,300.4324906111213,2095.8170545031617,3688.8306445130434,6000.0,6000.0
2025-09-22,70156.76880121743,43528.85577123717,29.598845333336836,206.4815450453475,5555.438877897811,6000.0,6000.0
2025-09-23,68401.10459320988,42619.26603492879,107.65798166667575,751.0220801067145,2350.239006464344,6000.0,6000.0
2025-09-24,60396.368879166665,37658.645630265135,4057.1210079166744,27520.247922105656,0.8562833333394639,6000.0,6000.0
2025-09-25,64489.57668333333,39995.551866744165,765.9599001389026,5343.336263368947,1013.3491498971293,6000.0,6000.0
2025-09-26,32265.3418625,17485.317774170413,115.62629305556031,806.6090203555763,11685.420122016465,6000.0,6000.0
2025-09-27,32820.29707916667,17829.783116348888,750.9190541666775,5179.427219835466,12736.717599588486,6000.0,6000.0
