日期,计划购电费/元,买入/元,偏差费/元,紧急购电费/元,总费用/元,紧急购电量/kWh,调整量/kWh
2025-02-28,14579.831613763898,14556.383307961296,76.46943184365449,4.905418737877199e-11,14632.852739805,1.4668266601347568e-11,181.39150297743925
2025-03-01,16173.599208170595,16084.532690823235,178.166506429067,4.701750189184395e-11,16262.699197252348,1.4664269798458918e-11,472.73938879466397
2025-03-02,51363.912176662954,49616.2545861827,1303.1634851242657,9.757042906954895e-11,50919.41807130706,2.4867219394764106e-11,3294.811633227012
2025-03-03,55948.40013476374,52321.87996367746,2482.753337050165,7.612787897293138e-11,54804.63330072769,1.85820803189074e-11,6178.667044851811
2025-03-04,50367.911553108774,49078.85261510388,856.6682598927993,6.921589568165131e-11,49935.52087499676,1.6406431768700713e-11,2630.6926798400673
2025-03-05,51865.836656880216,47001.194677185114,2523.503982315931,16.901375900065606,49541.60003540111,3.3316333333487904,7195.155049234275
2025-03-06,45802.67616628726,44221.357911125,1063.5890649324235,6.209745884167007e-11,45284.94697605749,1.5828338639778394e-11,3422.13511452556
2025-03-07,15055.848262985604,14842.921923744238,318.783380999056,3.9330806167470206e-11,15161.705304743333,1.2856382625159313e-11,877.7112490917207
2025-03-08,14241.435555712742,14331.539807626505,48.16290423942933,3.562874817397699e-11,14379.70271186597,1.15292220215224e-11,110.69856792671268
2025-03-09,45826.34759590248,41897.67326796046,1968.1665116960096,5.557172723380523e-11,43865.839779656526,1.3791717767830391e-11,6092.031065678291
2025-03-10,45365.97459272002,45448.86850577901,178.24034743051493,5.707074823835258e-11,45627.10885320959,1.6141976644235e-11,350.3457467689294
2025-03-11,44977.04760942595,46357.91827974674,1569.6279087568257,7.398835499827783e-11,47927.546188503635,1.837019425465769e-11,4711.103317179505
2025-03-12,47207.479772799255,42620.80935420219,2418.8480215630693,5.8116537804409067e-11,45039.65737576532,1.4700241024456773e-11,7452.757788939538
2025-03-13,46311.92052629293,45410.08858467998,688.2530211645815,4.9727352013917426e-11,46098.34160584461,1.2081002864761103e-11,1777.6649186867617
2025-03-14,13633.828695768396,13955.442324195432,160.80681421351736,3.8718880879251577e-11,14116.249138408988,1.173483532568298e-11,388.4312535000014
2025-03-15,14086.530014026474,14382.810948531474,148.14046725250023,23.633151222921278,14554.584567006896,5.942877730013272,406.34955413888656
2025-03-16,41770.814273906595,40853.68448780147,714.5959220327873,8.08110000007843,41576.36150983433,1.640000000020924,2103.1613062932115
2025-03-17,41089.050498753364,39181.26757843324,1331.2205906641807,5.681991188666301e-11,40512.48816909748,1.5654144647214707e-11,4505.295143914613
2025-03-18,45158.395395932035,41476.26163606371,2088.265368078448,403.0428570907077,43967.56986123287,80.50840233778973,5606.544594367704
2025-03-19,39195.550006239886,40860.95179316995,832.7008934650376,6.933679586040853e-11,41693.65268663506,1.859179477037287e-11,2928.841700519771
2025-03-20,40305.98362478628,39204.11427294905,1099.6129587930816,66.61294068405289,40370.34017242619,10.071506000013434,2952.271761389271
2025-03-21,11827.23003816578,11782.206674329365,93.8903911258283,599.3236608801651,12475.420726335358,126.62112636734206,285.4971631239995
2025-03-22,14383.999494993786,14296.591439984753,109.32817784190061,3.6604452802180274e-11,14405.91961782669,1.2368439605836556e-11,298.1519051611092
2025-03-23,40344.5374404012,37328.67490512249,1769.4470453242316,4.35804965448483e-11,39098.121950446766,1.155608941871833e-11,4924.304423568727
2025-03-24,41095.335943162114,39373.20626189832,1345.8774405475742,5.991916787739804e-11,40719.08370244595,1.5919765505856276e-11,4197.373310364819
2025-03-25,42619.62798012899,38753.63305564996,2450.3259505994174,4.4643020391532675e-11,41203.959006249424,1.113864556145927e-11,7150.865249118342
2025-03-26,41453.67554190743,39699.91738235947,967.923226855461,4.847753998227233e-11,40667.84060921498,1.2187140185915268e-11,3286.7725912941
2025-03-27,39051.110311045006,36542.52123701984,1463.1392290726667,6.0626412334841e-11,38005.660466092566,1.5127454844332533e-11,4152.220529878945
2025-03-28,12169.83050481432,12186.882976641054,35.772540447926346,1.6390409918187742e-11,12222.655517088997,5.937472735695337e-12,92.00000778155064
2025-03-29,13355.081922504727,13711.171106840213,178.0445921677419,4.3645674185910364e-11,13889.215699007998,1.2788436976052253e-11,507.3601033072242
2025-03-30,37962.538757564216,34320.62404083662,1973.2173283689608,7.434355708824115e-11,36293.84136920566,1.9470647316666145e-11,6935.047053218781
2025-03-31,34852.252426368774,36345.93280982494,1088.11611193638,6.396954965737222e-11,37434.04892176139,1.6982859563086095e-11,3554.5374106785366
2025-04-01,43346.52961627298,40582.65405599882,1758.8049777265912,6.86816028494519e-11,42341.45903372548,1.7503776206240218e-11,5626.750000821884
2025-04-02,40672.66311773457,40027.88627361784,502.7539129498354,5.598699986952837e-11,40530.64018656773,1.548840222742598e-11,1516.8616720832802
2025-04-03,39347.01711027375,35640.77437442592,2010.782673429268,3.953734961648081e-11,37651.557047855225,1.2139622640461312e-11,6498.961071053248
2025-04-04,11992.532735839914,12115.902489222943,62.52821781484797,2.8580937949662652e-11,12178.43070703782,9.822254121161222e-12,155.54686837083193
2025-04-05,12849.41034220843,13172.941063906765,161.76536084916762,3.2569931640580314e-11,13334.706424755965,1.1898926288722578e-11,402.1806754888872
2025-04-06,36786.674914022966,34350.284198576635,1821.4385309759214,2.9964808967442025e-11,36171.72272955259,7.912226429596103e-12,6448.288221158386
2025-04-07,35310.38006333311,35206.7448134626,1072.5286323892449,6.317429590563251e-11,36279.27344585191,1.699640428398652e-11,3525.663226485664
2025-04-08,39716.99613090747,36786.677940588124,1688.7818766026821,5.188531421174147e-11,38475.45981719086,1.4535150860695012e-11,5869.734497255894
2025-04-09,38370.5010776352,38020.95795678497,398.1493408259433,6.742333712519978e-11,38419.10729761098,1.800930932160938e-11,986.2464662483026
2025-04-10,37473.3885986106,35939.2423319122,1043.5648548780737,5.4834646823209706e-11,36982.807186790335,1.3431034062705294e-11,3327.0213468555426
2025-04-11,10599.621640847598,10952.969415378233,176.67388726531647,2.6469000713458256e-11,11129.643302643577,8.505363080502093e-12,441.4074471716666
2025-04-12,13003.666571646943,12904.293832375532,207.19539365626798,3.547563182104696e-11,13111.489226031836,1.1856404746879434e-11,623.7082437277774
2025-04-13,34811.215209409405,34254.32083352427,738.3763032102138,6.738458324662133e-11,34992.69713673455,1.9801049688794592e-11,2446.8325814443233
2025-04-14,36951.43143999712,32820.875173077664,2255.9384581353765,6.74592146587827e-11,35076.8136312131,2.0022650204509773e-11,7027.5546154589665
2025-04-15,35927.856300015366,36364.39572493325,700.2039402572375,5.602543473592902e-11,37064.59966519055,1.3451906255568247e-11,2372.400662051581
2025-04-16,35150.80268596176,34738.3918828922,1140.729262239554,4.569909228813173e-11,35879.1211451318,1.3381740160411937e-11,3587.9220687880656
2025-04-17,32677.173806329498,33161.07487780308,916.2686578802709,6.48299760541704e-11,34077.343535683416,1.6627477172903582e-11,3789.2675179556486
2025-04-18,11809.125634535272,11924.599169190926,63.05381970628441,2.8833620491219844e-11,11987.65298889724,9.008460644110983e-12,163.94439684444063
2025-04-19,11059.192982824214,11476.346866850614,208.57694201320012,2.0357198593501378e-11,11684.923808863834,7.420730696594546e-12,629.0101335611093
2025-04-20,31670.575101085567,31916.845623611902,583.8638873165681,5.2227098201740325e-11,32500.709510928522,1.610267474916327e-11,1908.5459431670129
2025-04-21,35627.32076843304,32886.33014892241,1617.9543459368278,5.780118111919918e-11,34504.2844948593,1.7486789793963453e-11,6920.872056394241
2025-04-22,32386.226709084203,33549.014676708175,669.3994044055617,7.267657364806723e-11,34218.414081113806,2.049560521300009e-11,1888.3241827796924
2025-04-23,33520.88313078234,34990.870021120034,768.0989144706126,5.02090420351209e-11,35758.968935590696,1.3564704914870163e-11,2428.3262098189243
2025-04-24,30032.709144474884,30369.148509219252,752.3306718580618,5.6809718346206856e-11,31121.47918107737,1.623393086624958e-11,2418.7679807888953
2025-04-25,10398.6123906352,10385.708448327212,240.63793478808427,3.184213187568119e-11,10626.34638311533,9.722500582398652e-12,661.2918132388897
2025-04-26,11328.191234146947,11578.038110222893,124.92343803797363,3.651192015396986e-11,11702.961548260902,1.1653789044885343e-11,342.3577440229435
2025-04-27,30041.3037242598,31633.515958148877,973.8347915503206,5.706928729587446e-11,32607.350749699257,1.844346897428295e-11,2847.1744871459996
2025-04-28,35383.762349618235,35073.309370121344,1022.1228775925906,7.418299308170616e-11,36095.43224771401,2.036415480688447e-11,3091.310051418004
2025-04-29,33783.56065937921,33844.80388445876,1016.4897810478308,3.9798793316503377e-11,34861.29366550662,1.1490253193358058e-11,3832.987440863375
2025-04-30,32155.232744833665,32319.335394513666,413.94845036104243,5.21902174810407e-11,32733.28384487476,1.5284662424619455e-11,1086.105960952676
2025-05-01,31068.305970137393,31813.55025791075,845.9761354696805,8700.448670192662,41359.97506357309,1886.4104292600155,2444.908583616382
2025-05-02,11254.981418224948,11830.44266709726,343.9784427767403,5633.7067985107715,17808.127908384773,1117.290977266679,777.2212342055552
2025-05-03,15557.696842239446,15828.084453195177,135.19380547786716,704.2621938155422,16667.540452488585,171.1714367220085,287.3758089388889
2025-05-04,31317.856442753764,30222.054940892845,1643.513242945103,8161.222086624628,40026.790270462574,1570.4571350853541,5009.118120128052
2025-05-05,36191.9288253386,36343.85588380387,1201.7281456746018,6448.659469316507,43994.24349879498,1024.9356684613476,2226.850983544982
2025-05-06,32045.086911423463,34623.51637487243,1362.5631881165605,8046.18664264226,44032.266205631255,1699.8534651293442,3911.2580960112864
2025-05-07,34029.056228206944,36221.07248644691,1103.6807606326638,7935.39397539445,45260.14722247402,1408.2802481240124,3231.175331039108
2025-05-08,36139.72314403413,35669.909246802286,1135.5641350786557,572.7872274834012,37378.26060936434,82.43748333335185,3591.6938782015586
2025-05-09,14563.883090516265,14949.56202817454,249.398725097644,3.4496246748005884e-11,15198.960753272218,9.57367518594765e-12,572.2559574888883
2025-05-10,13705.093875391722,14319.926237422074,307.4161810151776,3.0666809203161454e-11,14627.342418437283,1.0697887020683083e-11,760.1528553888855
2025-05-11,34811.67557145322,34597.64666885437,1075.7145709774115,270.6830339070112,35944.0442737388,40.275698360016776,3553.7980646920473
2025-05-12,34253.3930752538,36811.73330023459,1279.1701124903957,4.7929600732743436e-11,38090.90341272504,1.20561338690095e-11,3740.2432765852163
2025-05-13,37843.54617275145,36948.4951160643,1695.7667574601883,4.570646350288143e-11,38644.261873524534,1.3103296225835948e-11,5499.916032674209
2025-05-14,37072.336120162196,36438.252211581144,1308.5343321994878,6.554709852668594e-11,37746.7865437807,1.6088241849843143e-11,4619.453795782922
2025-05-15,36136.597927953524,35906.80994545209,990.0597824359083,5.1834978531672964e-11,36896.86972788805,1.4403589432276931e-11,3005.3740988144705
2025-05-16,11199.372171049275,11298.950932515138,238.87208341181565,2.6530322383422344e-11,11537.82301592698,7.37587768639969e-12,587.6918026111118
2025-05-17,14617.45759335472,15169.815915809928,353.6317434134098,3.505850329488247e-11,15523.447659223371,1.0909856351659641e-11,721.6347527063868
2025-05-18,35021.38120933951,34029.69527831853,953.2030237520096,34.428465000051645,35017.32676707059,5.236666666681899,2979.3191837716013
2025-05-19,34422.14605263334,34286.63908232721,1051.9306254894734,550.829460833364,35889.39916865005,79.23650000000976,4241.554151978408
2025-05-20,35008.86342889306,36232.335116907554,847.8878261758019,5.936579361431882e-11,37080.22294308341,1.6854961870649277e-11,2611.0273496433456
2025-05-21,32851.94065616718,34696.60437559039,1279.2143913109837,4.7554808257910265e-11,35975.81876690142,1.3528983489052848e-11,4502.04668460802
2025-05-22,33410.48646236684,33592.51815461493,406.50184579834746,16.86434000006474,34015.884340413344,2.570000000017072,1101.6982601930722
2025-05-23,11222.889688376948,12100.434412028782,438.77236182591656,281.77228773095356,12820.979061585653,145.36080162667352,1110.3238729591678
2025-05-24,14107.892417026791,14385.820723464572,245.1679041235013,142.82768316068876,14773.816310748763,74.15767557667444,533.6036403055527
2025-05-25,32118.675985534454,32491.017279256368,786.2933073168597,78.16034936671497,33355.47093593994,12.04876666668104,2439.5560133933327
2025-05-26,32864.5238731835,35458.70585221704,1297.0909895167713,5.264296554230441e-11,36755.79684173386,1.2932765969253524e-11,4646.775702564819
2025-05-27,33801.761322142964,35247.65880583541,1067.7816851129528,4.52562484154484e-11,36315.44049094841,1.1723289006226878e-11,4108.738789275862
2025-05-28,36654.348023071434,36019.24721931964,1287.992950932466,6.947421271608079e-11,37307.240170252175,1.857669573723797e-11,4268.89267771455
2025-05-29,34641.27167351212,35706.118997979924,1509.947437721045,119.8044217333873,37335.870857434355,17.817433333348255,5188.758922799814
2025-05-30,11233.614616097573,11777.683977626755,272.0346807645923,2.892947881250052e-11,12049.718658391377,9.202416606512998e-12,595.2127068444411
2025-05-31,14514.863148484787,14476.298262578126,405.43047083218926,2.000308962912811e-11,14881.728733410335,5.936362512670712e-12,1112.809349822221
2025-06-01,42543.82737454797,45485.915862727445,2827.377935171754,13001.586120415113,61314.87991831431,2757.1155019540133,4957.582898758779
2025-06-02,49152.274894524795,47921.07883265034,3946.2624929167287,12293.32103200466,64160.662357571724,2828.071620838678,8777.745066466661
2025-06-03,45902.46000737583,48027.73724467042,2609.163456499915,9306.045314023715,59942.94601519405,1699.7804490426793,6368.048367276457
2025-06-04,50771.61464146233,47404.12509365532,3367.3083571479287,10932.758822817688,61704.19227362094,2337.2499680853493,8143.784836560908
2025-06-05,45075.02215718251,49138.488944320525,3137.3322813488976,15482.969029038904,67758.79025470832,3634.0535627200143,6615.792448824066
2025-06-06,14280.474813460984,16319.214846082075,1390.4343240093222,14769.368258110186,32479.017428201583,4113.295940660006,2586.8686892666715
2025-06-07,16555.962613674255,18174.142835043982,863.3869523286266,11457.582459957044,30495.112247329653,2763.145144226009,1673.7042275104413
2025-06-08,43971.2826934903,43102.484101037175,2596.524609147036,3537.537654835312,49236.546365019516,574.6539149320154,7317.582573032305
2025-06-09,55958.78557736931,53165.76993542112,1731.6542976862797,1801.6148536307003,56699.0390867381,257.9943554000163,4589.424434858171
2025-06-10,50418.68643882808,51439.181432090045,769.8939336272591,737.5141991283986,52946.5895648457,143.29638097334185,1687.331827241131
2025-06-11,55081.04507178232,56495.13174709365,749.4766750902102,811.3757337426946,58055.984155926555,117.84584113334692,1753.797624752351
2025-06-12,54339.827925958656,53956.952110961734,1022.9196452487201,8.113360683292823e-11,54979.87175621054,1.745392719243455e-11,2619.5935252735653
2025-06-13,17550.61238288733,17952.624080399233,278.92423791514557,3.3394618070836656e-11,18231.548318314413,1.1892042905969902e-11,538.8263197222218
2025-06-14,21165.209095903272,21107.03130355716,375.0056927257225,4.863492575335471e-11,21482.036996282928,1.4637291378960526e-11,871.8298991666672
2025-06-15,48612.69948642724,50456.035105287156,1012.2629061445174,313.74249661071804,51782.040508042395,46.05086233334727,2725.513367659195
2025-06-16,53290.03559280188,53847.92576379255,987.0950195322747,110.14924057673204,54945.170023901555,16.331713333348393,2350.6924642979393
2025-06-17,53578.48616874506,55264.59991623345,992.0112176710969,594.9225144913989,56851.53364839595,85.77652400001554,2183.465987748582
2025-06-18,54195.07486613511,53202.60246194067,1755.2768508881522,424.0656783167101,55381.94499114552,61.36723333334385,4724.2650009222925
2025-06-19,50483.61213017804,50830.456892681905,2467.83733682421,777.297470996711,54075.591700502824,112.57785200001057,6416.902893436596
2025-06-20,17593.968943253738,17648.56983215442,252.1849369970214,2.9529455658483533e-11,17900.75476915147,7.632672271995489e-12,558.3794276388899
2025-06-21,20537.73126465266,20853.89062524301,230.00140269379614,1.601421733415931e-11,21083.89202793682,5.586239804067361e-12,461.3802707407405
2025-06-22,45562.60754931467,45779.05710941853,1995.6206698245153,450.53753690306667,48225.21531614611,65.0194376666838,5339.100452574766
2025-06-23,50661.98903671136,49989.96229001909,931.0302405148799,164.59056792957705,51085.58309846355,23.729429000016456,2965.4030734892867
2025-06-24,57367.06810600798,57167.361869166416,945.1616421447179,131.66861636724323,58244.192127678376,18.824760000019026,1911.0369469744453
2025-06-25,51013.33930098178,52233.35806799259,1475.0482756087215,98.62177320806616,53807.02811680938,14.145278666681905,3716.0478200736743
2025-06-26,48653.45207116744,49601.62377052316,966.8697754865948,399.6193866395422,50968.112932649296,56.95375300001179,2783.409687817215
2025-06-27,17614.84633408567,17303.62529910367,546.0885416674973,2.2428645607419643e-11,17849.71384077119,6.3158367424875905e-12,1485.637664499998
2025-06-28,18830.56043636269,19094.73219085203,221.25184080210698,2.5222035349159454e-11,19315.984031654163,6.547207220819473e-12,434.3759233744835
2025-06-29,45635.065932770915,48318.260000939845,1706.5635348049482,94.91430016773414,50119.73783591253,13.671151666683155,3967.010586467318
2025-06-30,53161.75990756076,52955.97969474601,787.6838523771711,675.9343107490519,54419.597857872235,95.309700000014,1838.5699016580957
2025-07-01,49813.591333860546,59092.39793125499,4644.604359183448,13603.790783709974,77340.79307414842,1805.0854743333473,8886.495934680299
2025-07-02,48447.09697090055,54653.38725144611,3103.1451402727766,15339.699476568949,73096.23186828784,2528.496565817233,6498.488871447416
2025-07-03,54563.23984300195,61079.20593812878,3344.1620355283853,20277.67324680028,84701.04122045745,4215.336330930011,5917.01855306071
2025-07-04,18311.76602325018,20233.061217047158,960.6475968984884,22767.785887099606,43961.49470104525,5794.051568005116,1620.163694524446
2025-07-05,21342.102247234943,23594.863893044505,1126.3808229047788,19446.680962351038,44167.92567830032,4923.113960038673,1835.3167926777817
2025-07-06,48432.55474209826,59326.79421367757,5447.1197357896535,17446.963681969093,82220.8776314363,2876.02626238201,11925.742071857798
2025-07-07,49862.50207612156,53707.36257087573,1953.2134138254967,21156.026700276216,76816.60268497745,3728.194188583343,4539.311116516875
2025-07-08,60142.812785559814,59651.72827310872,1327.1595831873462,5269.891779359057,66248.77963565513,893.9337643046753,3482.9276611195864
2025-07-09,62419.6870649544,60196.163516318615,2082.8201182216076,1637.7571645349985,63916.74079907522,292.2492028093392,5900.400844057964
2025-07-10,58886.648664398585,58774.35738404677,1014.3830403476322,2226.0799372402203,62014.82036163462,327.04205651200846,2855.579816525272
2025-07-11,24813.160377214044,24643.317860850624,480.76119112895697,307.82691880944355,25431.905970789023,94.99116144934185,1171.4541933333312
2025-07-12,26058.46302974706,27050.108390569483,495.8226804112086,2615.224298274852,30161.155369255546,793.6857360746726,1139.9578226222227
2025-07-13,58896.429554897084,53995.8495207933,2822.1031700981603,1809.1078198696105,58627.060510761075,216.77406726667772,7785.95965275774
2025-07-14,57654.80753333409,56929.1641372255,1995.8783240178577,1912.7555670215752,60837.79802826494,257.10014640000435,5921.161556362831
2025-07-15,62965.37539871983,59429.91498436571,2366.0483202122186,168.0946164351191,61964.057921013045,19.681410666678037,6604.841161006183
2025-07-16,60604.25892978658,59099.2859007513,1109.6338867935865,820.2302101057093,61029.149997650595,97.92928333334324,3250.1121790874467
2025-07-17,58804.98993097695,59674.779977247395,1589.6699393482354,248.83440355011862,61513.28432014575,29.804373266677764,4251.035373988958
2025-07-18,24365.933350352832,24005.279246304577,724.4805804767686,3.156230654610681e-11,24729.759826781377,8.101075366084842e-12,1859.4019793588905
2025-07-19,28280.767418906973,27926.68966312812,631.1592026749694,2.55360266265825e-11,28557.848865803113,9.027445457832073e-12,1656.4323008611138
2025-07-20,56468.81088246172,55070.4567341758,1854.0410615761325,99.7520709920574,57024.249866743994,11.909984000013745,5423.316993062667
2025-07-21,61687.21878604862,60790.53532692817,1141.4456342081087,103.1736960448849,62035.15465718116,11.915885666679038,3082.5451106511973
2025-07-22,58252.7314982097,59300.17147308343,1142.2217906295855,706.3955211722268,61148.78878488524,83.0492623333468,3535.9043761562725
2025-07-23,65188.70290542977,60478.521304324495,2862.3257738956213,327.24674141570233,63668.09381963582,38.406723666675205,7906.553136376441
2025-07-24,63154.64226360869,59079.52282469248,2603.755229823187,162.47777396674746,61845.75582848242,19.592866666683882,6951.201904722218
2025-07-25,22771.03872438165,22996.42163536732,298.23372854521295,2.422902145582384e-11,23294.655363912556,6.155964626941568e-12,634.8628449144453
2025-07-26,26676.563704774162,27279.761181824757,322.46739371230524,2.41237145814921e-11,27602.228575537087,6.4215299744319054e-12,611.1469438055551
2025-07-27,54865.71864060858,55373.92541291207,1779.0525420773233,130.8787168500662,57283.85667183946,15.600300000017539,4262.468146175396
2025-07-28,60199.367478765475,61137.04860812356,970.1458138932835,77.95154360257175,62185.14596561941,9.526617000016305,1791.5804500625331
2025-07-29,61071.94949112229,62851.323633685606,1986.0229824567036,642.7926983195275,65480.13931446184,74.01063220001163,5756.57879400556
2025-07-30,56717.51213340008,60820.16260050847,2560.4857244444925,4.875653836222683e-11,63380.648324953014,1.1513012765362873e-11,6715.8308555875865
2025-07-31,57569.04414671665,59294.13541128019,1403.9965166075563,4.363520653391242,60702.49544854114,0.5206133333455552,3475.4164874322664
2025-08-01,23014.730496132575,23001.744689351355,530.0608480638068,3.155370853491491e-11,23531.805537415195,6.944667063635279e-12,1209.4317886866652
2025-08-02,25828.383035435174,25863.852192286417,400.23899295762055,9.538094496001804,26273.62927974004,3.95689462600713,960.7905031722236
2025-08-03,49165.43564062749,48784.77112439246,726.9054284248285,1165.1118876795406,50676.78844049682,139.59361720001414,2658.6743007562445
2025-08-04,52373.73708413815,52002.00662903048,1837.5921201321144,262.064740586461,54101.66348974906,32.476140266681696,4574.650451695297
2025-08-05,52339.26388347559,52591.31843967914,902.6941860452112,0.7769310622996299,53494.78955678665,0.09546953334347208,3108.256997404938
2025-08-06,57583.3858473293,55021.840698451175,1704.4724148728317,4.319825352983032e-11,56726.31311332405,9.659162358843787e-12,4569.178764639856
2025-08-07,55368.0075443087,52690.34340275456,2428.6913026613656,214.90134043840413,55333.93604585432,24.96622913334465,9212.459072791426
2025-08-08,22331.002419023804,22692.30841239724,250.2868645243012,4.3910808322777935e-11,22942.595276921584,9.586997862243152e-12,471.8623003055552
2025-08-09,24684.982332987573,25026.547667032944,170.78266702268678,114.60377151281116,25311.93410556844,47.881249848673434,283.0320752000033
2025-08-10,51612.63972411826,50155.70797078498,1066.3946676588776,6.721146306176707e-11,51222.10263844392,1.793853954268343e-11,3325.1261927460896
2025-08-11,51904.6427176836,52274.839927465495,1230.7396448626876,1244.5746854487716,54750.15425777696,205.3947920040075,3921.285143209675
2025-08-12,55326.89420271515,54449.666219947416,1483.6093691135225,335.5388969792694,56268.81448604021,40.846044600015965,4742.003100626873
2025-08-13,52086.00276767132,53087.78231485229,897.8839163832279,500.5836358468731,54486.24986708239,60.83953893334335,2342.3360383744903
2025-08-14,53126.951313343554,53561.04012553232,806.5616961759514,307.8060909248333,54675.407912633105,36.86957306667392,2402.4700569001297
2025-08-15,22888.458330155892,22591.59126317825,396.8605738682518,3.0337320655604573e-11,22988.45183704653,8.22542034484286e-12,975.7125586666668
2025-08-16,26405.478181868202,25506.962120652795,706.2382158617352,63.67826860531678,26276.878605119848,27.56956591000718,1933.563071911109
2025-08-17,51574.2984404296,51159.56722238372,1071.5511826263075,172.32888856003166,52403.44729357006,20.48106666667547,3688.4186147860764
2025-08-18,53086.84087616186,52602.51456540646,521.476319026433,1591.8324311644083,54715.82331559731,188.1865716000109,1408.2086985794049
2025-08-19,51002.158853233195,50566.74264228906,551.1924772818991,1352.1711448487397,52470.10626441969,157.96005580001278,1916.9941396998333
2025-08-20,55705.71472667885,55302.56543648058,1573.6044014481251,474.4363915144477,57350.606229443154,63.14289015673444,4115.608997349043
2025-08-21,54637.621279994295,52971.82663582306,1286.8993787425595,35.79692302004399,54294.522937585665,4.364680000009578,4434.741023552604
2025-08-22,22408.81480773323,22424.20372921954,441.0386714756106,211.4751749112819,23076.717575606428,99.57942210067114,997.8416642915556
2025-08-23,25743.59880396098,26518.659942612045,387.5305693255317,2.0820601243087822e-11,26906.1905119376,5.191402863147232e-12,860.0341990555548
2025-08-24,50248.27199424582,49693.176602753665,725.1107670954802,6.345120040496255e-11,50418.28736984921,1.670019678101653e-11,2722.973733103288
